event_id,customer_id,event_time,event_type,session_id,duration_ms
E001015,C0350,2025-06-05T02:52:37,login,S00423,3742
E001016,C0125,2025-06-15T05:55:01,error,S00341,5334
E001017,C0251,2025-06-09T05:44:21,logout,S01104,301
E001018,C0195,2025-06-09T05:44:00,login,S00725,6764
E001019,C0366,2025-06-01T14:41:53,page_view,S00793,5416
E001020,C0493,2025-06-12T23:42:12,checkout,S00399,6822
E001021,C0017,2025-06-19T18:26:12,add_to_cart,S00666,5037
E001022,C0369,2025-06-27T11:20:32,checkout,S00470,4170
E001023,C0170,2025-06-12T03:24:29,page_view,S00213,7267
E001024,C0264,2025-06-04T08:32:05,login,S00972,5908
E001025,C0259,2025-06-14T21:55:11,login,S00708,4262
E001026,C0089,2025-06-14T12:53:19,error,S00737,2131
E001027,C0134,2025-06-13T17:07:16,logout,S00431,3552
E001028,C0420,2025-06-26T23:24:49,page_view,S00974,7250
E001029,C0309,2025-06-11T13:20:20,logout,S00220,3739
E001030,C0008,2025-06-16T13:24:28,page_view,S00302,2023
E001031,C0275,2025-06-23T03:51:11,error,S00524,7917
E001032,C0448,2025-06-27T03:49:30,logout,S01164,6073
E001033,C0297,2025-06-21T15:50:32,add_to_cart,S00125,4853
E001034,C0157,2025-06-16T06:25:17,add_to_cart,S00982,3992
E001035,C0054,2025-06-14T07:30:49,add_to_cart,S00520,6929
E001036,C0193,2025-06-12T06:56:30,error,S01107,348
E001037,C0383,2025-06-19T12:17:29,checkout,S00271,5870
E001038,C0464,2025-06-10T21:22:06,add_to_cart,S00921,6862
E001039,C0084,2025-06-26T07:32:56,page_view,S00310,1978
E001040,C0500,2025-06-06T11:20:22,login,S00062,5342
E001041,C0201,2025-06-08T15:03:13,add_to_cart,S00354,7780
E001042,C0265,2025-06-25T23:39:00,logout,S01141,7620
E001043,C0474,2025-06-11T07:06:14,page_view,S00240,1424
E001044,C0008,2025-06-09T23:40:25,page_view,S00034,1934
E001045,C0033,2025-06-26T08:11:57,login,S00235,3211
E001046,C0024,2025-06-02T10:43:12,logout,S01144,4210
E001047,C0471,2025-06-24T08:13:36,page_view,S01122,5906
E001048,C0043,2025-06-15T08:14:58,page_view,S00592,1601
E001049,C0032,2025-06-12T10:03:53,checkout,S00500,7404
E001050,C0329,2025-06-05T03:05:35,page_view,S00989,4880
E001051,C0142,2025-06-21T10:39:49,logout,S00284,6464
E001052,C0100,2025-06-16T06:50:26,logout,S00648,2584
E001053,C0427,2025-06-05T17:46:47,page_view,S00937,88059
E001054,C0428,2025-06-20T15:01:03,checkout,S00572,7553
E001055,C0484,2025-06-16T23:48:24,login,S00897,7852
E001056,C0428,2025-06-04T14:50:13,error,S00095,2764
E001057,C0224,2025-06-22T00:18:27,login,S00551,7397
E001058,C0048,2025-06-04T14:00:47,login,S00760,156
E001059,C0154,2025-06-05T04:49:42,add_to_cart,S00578,5857
E001060,C0001,2025-06-22T16:49:01,login,S00551,4487
E001061,C0396,2025-06-23T18:55:47,page_view,S00753,393
E001062,C0396,2025-06-28T06:25:31,login,S01123,6277
E001063,C0104,2025-06-15T06:46:08,logout,S01163,4588
E001064,C0290,2025-06-20T16:09:28,login,S00032,1355
E001065,C0271,2025-06-12T08:43:22,logout,S01066,4473
E001066,C0460,2025-06-28T11:08:58,error,S00994,1019
E001067,C0401,2025-06-30T19:47:14,checkout,S00879,645
E001068,C0093,2025-06-18T14:57:01,logout,S00931,3765
E001069,C0460,2025-06-19T07:18:01,add_to_cart,S00260,241
E001070,C0012,2025-06-05T05:20:01,error,S00735,1137
E001071,C0233,2025-06-26T08:08:48,add_to_cart,S00779,4779
E001072,C0008,2025-06-15T16:42:03,page_view,S01171,694
E001073,C0189,2025-06-07T18:10:47,login,S00740,7756
E001074,C0172,2025-06-25T18:46:18,page_view,S00944,2625
E001075,C0250,2025-06-23T04:20:53,error,S00283,2432
E001076,C0250,2025-06-15T09:47:40,page_view,S00198,3204
E001077,C0278,2025-06-27T18:27:27,logout,S00825,1235
E001078,C0482,2025-06-07T16:30:52,add_to_cart,S00289,3619
E001079,C0309,2025-06-24T04:21:37,page_view,S00921,2788
E001080,C0028,2025-06-13T19:58:16,checkout,S00271,5956
E001081,C0054,2025-06-27T20:56:05,checkout,S00996,2889
E001082,C0427,2025-06-03T04:51:41,logout,S00259,2662
E001083,C0002,2025-06-29T01:23:34,checkout,S01018,1209
E001084,C0426,2025-06-01T00:04:15,error,S00102,5868
E001085,C0033,2025-06-20T09:12:59,checkout,S00840,1848
E001086,C0141,2025-06-03T13:33:51,add_to_cart,S00571,3813
E001087,C0434,2025-06-23T19:35:34,logout,S00672,1505
E001088,C0455,2025-06-14T14:13:19,login,S01066,91
E001089,C0334,2025-06-26T02:00:39,checkout,S00927,1547
E001090,C0124,2025-06-05T08:57:42,page_view,S00798,1166
E001091,C0483,2025-06-27T07:45:40,checkout,S00013,7621
E001092,C0247,2025-06-04T04:47:31,logout,S00121,532
E001093,C0047,2025-06-06T15:20:46,page_view,S00365,4755
E001094,C0433,2025-06-23T12:23:29,error,S00177,7307
E001095,C0162,2025-06-10T00:37:26,page_view,S00743,3551
E001096,C0117,2025-06-22T09:19:23,add_to_cart,S00409,486
E001097,C0023,2025-06-02T14:14:50,login,S00643,3837
E001098,C0349,2025-06-01T17:08:00,checkout,S00178,87
E001099,C0450,2025-06-25T11:24:44,logout,S00671,4752
E001100,C0358,2025-06-15T05:24:40,add_to_cart,S01163,1909
E001101,C0268,2025-06-23T17:38:18,logout,S00437,3434
E001102,C0443,2025-06-21T00:09:37,checkout,S00572,2873
E001103,C0490,2025-06-23T22:10:23,error,S00181,6324
E001104,C0492,2025-06-25T23:38:04,login,S00415,7633
E001105,C0413,2025-06-16T02:10:18,add_to_cart,S00145,6693
E001106,C0019,2025-06-13T12:22:42,checkout,S01150,2772
E001107,C0340,2025-06-30T15:36:11,add_to_cart,S00141,3353
E001108,C0240,2025-06-15T09:45:43,error,S00738,1797
E001109,C0225,2025-06-13T10:18:02,add_to_cart,S00691,4342
E001110,C0447,2025-06-08T08:22:30,login,S00560,3496
E001111,C0280,2025-06-22T03:18:11,login,S00397,368
E001112,C0302,2025-06-27T14:24:44,checkout,S00614,1844
E001113,C0477,2025-06-27T07:24:29,checkout,S00363,4173
E001114,C0163,2025-06-12T01:27:58,error,S00611,3184
E001115,C0208,2025-06-07T16:39:53,checkout,S00109,4475
E001116,C0229,2025-06-22T13:41:09,page_view,S00806,7644
E001117,C0185,2025-06-22T19:06:22,page_view,S00746,5128
E001118,C0492,2025-06-20T06:36:55,add_to_cart,S00020,1356
E001119,C0305,2025-06-02T15:37:46,checkout,S00220,4480
E001120,C0022,2025-06-24T22:50:04,error,S00057,5202
E001121,C0342,2025-06-30T03:09:13,page_view,S00171,883
E001122,C0052,2025-06-23T11:05:03,login,S00195,6430
E001123,C0308,2025-06-01T22:14:56,checkout,S00912,1215
E001124,C0350,2025-06-19T21:17:37,add_to_cart,S00345,492
E001125,C0325,2025-06-02T03:43:15,checkout,S00479,3376
E001126,C0162,2025-06-14T00:18:00,error,S00363,5773
E001127,C0001,2025-06-05T00:20:39,login,S00643,5512
E001128,C0402,2025-06-28T11:18:35,page_view,S00022,2977
E001129,C0081,2025-06-21T06:38:00,page_view,S00162,6272
E001130,C0164,2025-06-06T09:19:01,error,S00375,2812
E001131,C0465,2025-06-17T20:18:46,error,S00532,7968
E001132,C0226,2025-06-30T23:35:49,checkout,S00090,2833
E001133,C0490,2025-06-24T21:35:09,error,S00392,868
E001134,C0433,2025-06-07T06:27:12,page_view,S00725,3848
E001135,C0363,2025-06-29T15:16:06,page_view,S00473,5571
E001136,C0342,2025-06-04T04:37:09,login,S00590,444
E001137,C0491,2025-06-11T11:55:41,error,S00025,7994
E001138,C0105,2025-06-29T02:33:30,add_to_cart,S00065,62820
E001139,C0450,2025-06-11T09:55:32,logout,S00583,3559
E001140,C0033,2025-06-04T11:53:46,logout,S00193,4496
E001141,C0490,2025-06-11T17:55:40,logout,S00357,5407
E001142,C0492,2025-06-27T11:29:15,add_to_cart,S00766,2992
E001143,C0352,2025-06-28T12:41:55,checkout,S00795,2839
E001144,C0037,2025-06-02T14:44:52,login,S01167,535
E001145,C0482,2025-06-29T00:57:47,login,S01170,156
E001146,C0220,2025-06-27T13:52:53,login,S00900,531
E001147,C0245,2025-06-13T18:08:48,add_to_cart,S00981,411
E001148,C0257,2025-06-13T23:08:33,error,S00447,5738
E001149,C0340,2025-06-10T09:50:46,checkout,S01190,4721
E001150,C0358,2025-06-19T04:52:12,page_view,S00805,7110
E001151,C0252,2025-06-23T06:09:48,add_to_cart,S00685,3138
E001152,C0168,2025-06-01T09:22:43,checkout,S00023,1835
E001153,C0038,2025-06-24T22:39:17,checkout,S00523,1790
E001154,C0067,2025-06-19T23:44:16,login,S01101,1554
E001155,C0131,2025-06-09T22:06:28,add_to_cart,S01173,4818
E001156,C0360,2025-06-08T06:07:25,checkout,S00678,1842
E001157,C0439,2025-06-05T14:58:22,page_view,S01171,621
E001158,C0021,2025-06-21T11:22:48,checkout,S00501,6922
E001159,C0003,2025-06-27T06:19:36,logout,S00519,4602
E001160,C0125,2025-06-01T16:14:47,page_view,S00182,1290
E001161,C0197,2025-06-20T01:23:28,add_to_cart,S00014,3687
E001162,C0145,2025-06-17T05:44:03,login,S00685,7895
E001163,C0387,2025-06-28T07:26:41,logout,S00924,4608
E001164,C0166,2025-06-28T10:57:51,add_to_cart,S00868,7100
E001165,C0160,2025-06-09T03:08:11,add_to_cart,S00859,3287
E001166,C0344,2025-06-09T16:45:39,error,S00290,6581
E001167,C0235,2025-06-18T23:07:57,page_view,S00524,2947
E001168,C0237,2025-06-23T11:51:43,logout,S00259,7340
E001169,C0001,2025-06-22T14:21:59,checkout,S00332,988
E001170,C0116,2025-06-27T17:38:52,login,S00345,100
E001171,C0051,2025-06-30T12:21:53,page_view,S00723,5993
E001172,C0465,2025-06-26T11:00:31,logout,S01002,6486
E001173,C0371,2025-06-01T04:58:54,page_view,S00889,5672
E001174,C0055,2025-06-06T10:33:52,logout,S00761,4171
E001175,C0171,2025-06-27T17:04:25,logout,S00641,4560
E001176,C0292,2025-06-23T12:18:28,add_to_cart,S00193,5704
E001177,C0196,2025-06-27T23:48:07,page_view,S00696,4283
E001178,C0470,2025-06-12T11:20:53,error,S00443,3971
E001179,C0035,2025-06-27T13:52:14,add_to_cart,S01042,3125
E001180,C0466,2025-06-29T05:56:40,logout,S00566,3978
E001181,C0170,2025-06-16T02:19:53,page_view,S01053,7146
E001182,C0071,2025-06-09T03:52:32,add_to_cart,S00003,5967
E001183,C0028,2025-06-09T14:57:23,checkout,S01100,4565
E001184,C0066,2025-06-12T02:22:59,add_to_cart,S00122,1158
E001185,C0130,2025-06-05T07:19:13,checkout,S00433,2322
E001186,C0375,2025-06-07T09:25:02,logout,S00225,7623
E001187,C0034,2025-06-21T11:02:12,logout,S00402,7860
E001188,C0359,2025-06-01T11:53:34,error,S00027,5564
E001189,C0066,2025-06-02T18:04:40,page_view,S00568,5244
E001190,C0480,2025-06-08T05:54:34,add_to_cart,S00899,1844
E001191,C0255,2025-06-18T10:28:10,error,S00212,7017
E001192,C0125,2025-06-19T02:29:44,add_to_cart,S01031,5930
E001193,C0048,2025-06-21T06:55:19,login,S00520,2798
E001194,C0203,2025-06-10T13:34:11,page_view,S00706,73
E001195,C0367,2025-06-29T21:04:28,login,S00936,1940
E001196,C0236,2025-06-18T06:36:20,page_view,S01101,3309
E001197,C0115,2025-06-07T09:48:48,page_view,S00332,6340
E001198,C0307,2025-06-05T08:27:36,error,S00152,3455
E001199,C0241,2025-06-15T11:49:19,page_view,S00326,3147
E001200,C0299,2025-06-26T18:31:36,page_view,S00540,1837
E001201,C0127,2025-06-27T06:33:28,logout,S00793,6777
E001202,C0201,2025-06-08T20:58:46,add_to_cart,S00243,1285
E001203,C0215,2025-06-24T15:13:08,checkout,S00832,164
E001204,C0286,2025-06-18T21:25:13,login,S00944,7986
E001205,C0489,2025-06-02T23:16:42,login,S00314,3188
E001206,C0044,2025-06-28T16:28:48,checkout,S00741,4245
E001207,C0031,2025-06-15T17:14:59,checkout,S00616,4811
E001208,C0336,2025-06-02T18:09:00,login,S00403,3662
E001209,C0351,2025-06-15T20:42:48,error,S00461,5003
E001210,C0291,2025-06-21T05:38:41,error,S00772,2866
E001211,C0086,2025-06-23T00:30:00,add_to_cart,S00790,1604
E001212,C0069,2025-06-22T01:27:36,page_view,S00606,7275
E001213,C0496,2025-06-08T03:06:07,login,S00282,2144
E001214,C0471,2025-06-17T16:13:58,error,S00657,7757
E001215,C0137,2025-06-08T08:17:01,logout,S00081,880
E001216,C0274,2025-06-24T22:22:39,error,S00201,7825
E001217,C0379,2025-06-20T18:50:46,error,S00638,1258
E001218,C0465,2025-06-05T02:36:26,error,S00779,5440
E001219,C0135,2025-06-11T17:01:16,add_to_cart,S00275,1696
E001220,C0369,2025-06-14T16:14:35,add_to_cart,S00749,7809
E001221,C0342,2025-06-03T19:06:45,add_to_cart,S00503,3037
E001222,C0134,2025-06-10T19:42:16,error,S00494,7827
E001223,C0040,2025-06-04T19:40:31,error,S01084,5836
E001224,C0256,2025-06-20T16:38:14,error,S00547,279
E001225,C0190,2025-06-23T15:58:59,error,S01155,6426
E001226,C0346,2025-06-14T00:53:54,login,S00823,4140
E001227,C0301,2025-06-14T00:32:06,error,S00688,5962
E001228,C0485,2025-06-10T16:16:51,login,S00760,3003
E001229,C0289,2025-06-23T22:08:20,login,S01030,7072
E001230,C0196,2025-06-04T02:04:42,checkout,S00260,3579
E001231,C0041,2025-06-09T14:19:00,page_view,S01097,2861
E001232,C0358,2025-06-01T09:13:36,logout,S00628,4741
E001233,C0261,2025-06-05T05:59:22,login,S00293,6724
E001234,C0166,2025-06-19T00:29:51,checkout,S00915,4766
E001235,C0094,2025-06-06T11:28:12,page_view,S00929,7041
E001236,C0446,2025-06-14T09:46:39,error,S00244,1169
E001237,C0137,2025-06-09T19:34:14,checkout,S00108,3202
E001238,C0342,2025-06-13T20:28:53,add_to_cart,S00508,5380
E001239,C0406,2025-06-08T15:23:58,page_view,S00617,7758
E001240,C0398,2025-06-16T09:01:22,error,S00115,7309
E001241,C0232,2025-06-28T12:06:12,login,S00463,3430
E001242,C0054,2025-06-01T21:03:19,error,S00250,295
E001243,C0254,2025-06-26T18:27:43,add_to_cart,S00291,6783
E001244,C0478,2025-06-06T20:05:53,logout,S00915,700
E001245,C0048,2025-06-28T00:55:49,add_to_cart,S00743,2350
E001246,C0418,2025-06-14T13:28:41,login,S01036,6104
E001247,C0409,2025-06-23T08:42:05,error,S01021,2177
E001248,C0025,2025-06-06T10:59:19,add_to_cart,S00052,4123
E001249,C0355,2025-06-26T16:22:21,error,S00303,3416
E001250,C0114,2025-06-22T14:07:27,logout,S00881,3841
E001251,C0205,2025-06-16T17:23:12,login,S00007,3381
E001252,C0058,2025-06-14T12:39:33,page_view,S00732,7513
E001253,C0418,2025-06-08T09:40:34,logout,S00129,6715
E001254,C0013,2025-06-18T20:09:14,error,S00094,2716
E001255,C0019,2025-06-02T05:29:48,error,S00365,7592
E001256,C0374,2025-06-07T05:09:29,checkout,S00949,588
E001257,C0340,2025-06-10T11:02:13,logout,S00617,1032
E001258,C0117,2025-06-28T20:22:02,add_to_cart,S00816,5721
E001259,C0271,2025-06-05T05:10:52,page_view,S00407,4099
E001260,C0063,2025-06-10T14:49:17,checkout,S00316,3147
E001261,C0266,2025-06-19T23:16:28,page_view,S00382,1491
E001262,C0295,2025-06-24T12:38:46,add_to_cart,S00765,6473
E001263,C0495,2025-06-30T20:57:29,error,S00437,2935
E001264,C0466,2025-06-12T09:21:54,error,S00907,1265
E001265,C0117,2025-06-30T21:37:55,logout,S00357,1607
E001266,C0001,2025-06-14T22:45:46,error,S00455,3028
E001267,C0401,2025-06-18T04:29:06,login,S00875,1897
E001268,C0045,2025-06-25T15:01:09,login,S00814,2917
E001269,C0047,2025-06-03T09:02:11,page_view,S01048,4565
E001270,C0096,2025-06-19T21:19:21,page_view,S01036,5023
E001271,C0414,2025-06-08T16:32:36,login,S00080,6847
E001272,C0051,2025-06-01T16:29:49,login,S00205,4075
E001273,C0182,2025-06-27T21:00:59,logout,S01148,1870
E001274,C0324,2025-06-09T21:04:35,login,S00891,5834
E001275,C0473,2025-06-13T17:24:48,login,S00980,4425
E001276,C0103,2025-06-16T17:51:02,add_to_cart,S00298,3675
E001277,C0108,2025-06-11T12:27:47,add_to_cart,S00331,5709
E001278,C0471,2025-06-25T16:16:49,logout,S00599,188
E001279,C0130,2025-06-08T11:23:11,error,S01160,2885
E001280,C0079,2025-06-09T22:31:47,checkout,S00830,1513
E001281,C0030,2025-06-19T07:16:05,logout,S00692,1549
E001282,C0109,2025-06-19T00:56:04,login,S00497,5424
E001283,C0427,2025-06-24T05:49:44,page_view,S00235,7131
E001284,C0273,2025-06-03T16:34:16,login,S00565,2274
E001285,C0054,2025-06-12T11:19:35,checkout,S00470,101
E001286,C0439,2025-06-28T03:09:16,page_view,S01151,7830
E001287,C0166,2025-06-08T05:00:42,page_view,S00451,161
E001288,C0397,2025-06-19T16:59:05,page_view,S01042,1479
E001289,C0402,2025-06-14T22:10:26,logout,S00970,5489
E001290,C0337,2025-06-18T17:41:33,error,S00567,3213
E001291,C0405,2025-06-24T02:44:52,checkout,S01165,418
E001292,C0038,2025-06-09T11:03:02,page_view,S00755,7724
E001293,C0045,2025-06-21T18:47:41,page_view,S01160,5951
E001294,C0393,2025-06-17T14:42:58,page_view,S01167,2752
E001295,C0478,2025-06-05T10:24:00,logout,S00434,4770
E001296,C0303,2025-06-16T14:02:21,checkout,S00379,3743
E001297,C0031,2025-06-24T03:55:55,page_view,S00520,48984
E001298,C0087,2025-06-22T02:20:31,page_view,S01017,1346
E001299,C0050,2025-06-07T14:23:57,add_to_cart,S00630,6021
E001300,C0038,2025-06-10T19:05:49,error,S00881,4732
E001301,C0464,2025-06-20T14:09:02,error,S00930,3840
E001302,C0208,2025-06-02T18:20:02,login,S00442,4689
E001303,C0038,2025-06-09T00:12:29,login,S00474,3542
E001304,C0041,2025-06-30T05:18:48,login,S00798,6361
E001305,C0346,2025-06-02T08:59:35,error,S01182,3821
E001306,C0494,2025-06-26T17:58:53,error,S01116,4430
E001307,C0216,2025-06-18T02:35:43,add_to_cart,S01171,1993
E001308,C0461,2025-06-15T23:44:24,page_view,S00783,1713
E001309,C0169,2025-06-15T23:44:21,logout,S01185,1593
E001310,C0327,2025-06-17T06:09:11,add_to_cart,S00094,1538
E001311,C0082,2025-06-06T21:02:06,page_view,S00715,4851
E001312,C0249,2025-06-19T08:33:37,logout,S00935,2280
E001313,C0410,2025-06-14T18:59:29,page_view,S00003,3981
E001314,C0072,2025-06-21T10:20:35,login,S00628,7981
E001315,C0159,2025-06-27T10:41:10,login,S00822,5500
E001316,C0153,2025-06-28T18:53:22,checkout,S00183,3718
E001317,C0215,2025-06-10T18:32:19,login,S00070,3209
E001318,C0132,2025-06-17T01:12:25,add_to_cart,S00723,320
E001319,C0162,2025-06-11T17:00:24,logout,S00791,3902
E001320,C0500,2025-06-14T05:22:06,add_to_cart,S00952,4678
E001321,C0226,2025-06-04T20:07:57,logout,S00734,950
E001322,C0071,2025-06-28T15:17:38,checkout,S00422,5751
E001323,C0026,2025-06-19T00:12:06,page_view,S00368,4912
E001324,C0189,2025-06-17T23:30:18,add_to_cart,S00948,952
E001325,C0212,2025-06-11T00:26:18,page_view,S00644,3544
E001326,C0315,2025-06-15T01:51:07,logout,S01168,7555
E001327,C0391,2025-06-17T06:46:06,checkout,S00848,5061
E001328,C0337,2025-06-22T02:22:27,checkout,S00537,2081
E001329,C0448,2025-06-15T04:23:27,error,S00528,6155
E001330,C0403,2025-06-04T13:02:38,logout,S00249,6535
E001331,C0203,2025-06-28T15:22:55,add_to_cart,S00497,7652
E001332,C0427,2025-06-13T13:08:58,checkout,S00464,2309
E001333,C0295,2025-06-14T02:09:08,page_view,S01077,7234
E001334,C0389,2025-06-28T06:01:42,page_view,S00673,1453
E001335,C0257,2025-06-21T09:29:05,login,S00448,1101
E001336,C0295,2025-06-26T21:11:53,logout,S01194,5313
E001337,C0440,2025-06-14T02:07:00,page_view,S00017,867
E001338,C0458,2025-06-28T17:16:16,error,S00355,3699
E001339,C0059,2025-06-24T05:46:09,checkout,S00618,6289
E001340,C0461,2025-06-26T04:10:49,error,S00846,2898
E001341,C0190,2025-06-17T08:15:30,add_to_cart,S00258,3921
E001342,C0020,2025-06-12T20:47:09,checkout,S01161,133
E001343,C0222,2025-06-15T18:38:10,add_to_cart,S00458,3175
E001344,C0291,2025-06-03T15:37:21,error,S00729,6791
E001345,C0055,2025-06-07T14:52:17,error,S00946,6429
E001346,C0171,2025-06-20T02:26:24,error,S00803,7130
E001347,C0098,2025-06-17T01:22:18,error,S00966,4820
E001348,C0494,2025-06-01T02:41:57,page_view,S01175,4599
E001349,C0313,2025-06-11T14:27:19,error,S00739,7786
E001350,C0283,2025-06-15T11:35:48,checkout,S00813,1599
E001351,C0199,2025-06-11T17:49:06,logout,S01128,743
E001352,C0190,2025-06-03T07:59:29,add_to_cart,S00391,7300
E001353,C0425,2025-06-20T18:39:01,error,S00278,1340
E001354,C0018,2025-06-13T01:42:39,checkout,S00376,1646
E001355,C0136,2025-06-20T17:41:49,page_view,S00617,1753
E001356,C0119,2025-06-22T21:10:33,logout,S00812,5900
E001357,C0401,2025-06-27T05:27:46,logout,S00643,6859
E001358,C0364,2025-06-07T20:07:24,login,S01194,4711
E001359,C0492,2025-06-03T10:23:51,error,S00184,1303
E001360,C0332,2025-06-24T15:44:25,page_view,S00954,3639
E001361,C0135,2025-06-10T03:24:46,checkout,S00120,357
E001362,C0080,2025-06-12T02:04:58,checkout,S00097,4445
E001363,C0084,2025-06-08T20:43:42,checkout,S00865,6727
E001364,C0201,2025-06-17T10:11:42,checkout,S00327,1534
E001365,C0102,2025-06-10T18:13:50,add_to_cart,S00479,1143
E001366,C0005,2025-06-07T14:47:30,login,S01175,183
E001367,C0056,2025-06-11T11:06:22,add_to_cart,S00045,1724
E001368,C0113,2025-06-10T13:50:04,login,S00139,2127
E001369,C0376,2025-06-06T23:08:14,login,S00748,5541
E001370,C0478,2025-06-01T12:28:24,add_to_cart,S00980,3634
E001371,C0313,2025-06-30T14:39:22,checkout,S00511,2895
E001372,C0461,2025-06-03T18:01:12,checkout,S00432,1471
E001373,C0029,2025-06-04T19:09:30,add_to_cart,S01192,7763
E001374,C0285,2025-06-13T12:57:32,add_to_cart,S00060,6735
E001375,C0111,2025-06-14T03:34:00,add_to_cart,S00096,5921
E001376,C0066,2025-06-27T05:21:34,logout,S00034,2474
E001377,C0047,2025-06-23T01:12:12,add_to_cart,S00272,5929
E001378,C0150,2025-06-03T12:43:23,login,S00848,7267
E001379,C0470,2025-06-13T13:41:27,login,S00209,5461
E001380,C0426,2025-06-24T02:54:52,login,S00658,5310
E001381,C0423,2025-06-13T15:26:46,logout,S00375,3440
E001382,C0474,2025-06-13T19:14:38,error,S01110,459
E001383,C0117,2025-06-27T01:26:38,add_to_cart,S00961,7196
E001384,C0323,2025-06-08T04:49:34,page_view,S00369,2831
E001385,C0080,2025-06-16T08:55:59,logout,S00703,4955
E001386,C0198,2025-06-20T03:16:46,error,S00522,6261
E001387,C0469,2025-06-25T14:51:10,add_to_cart,S00995,5986
E001388,C0128,2025-06-10T02:36:02,page_view,S00382,3747
E001389,C0052,2025-06-07T07:27:00,page_view,S00245,742
E001390,C0272,2025-06-23T05:28:48,add_to_cart,S00710,7963
E001391,C0353,2025-06-27T20:03:26,error,S00103,3457
E001392,C0343,2025-06-04T14:08:21,login,S00597,3772
E001393,C0356,2025-06-02T18:00:20,add_to_cart,S00310,6586
E001394,C0181,2025-06-06T00:39:59,logout,S00516,4864
E001395,C0356,2025-06-18T05:33:28,error,S00225,1509
E001396,C0253,2025-06-05T22:51:58,login,S00795,1464
E001397,C0384,2025-06-13T08:32:44,login,S00373,2096
E001398,C0084,2025-06-02T01:00:26,add_to_cart,S00296,3004
E001399,C0058,2025-06-19T05:41:58,checkout,S00534,1493
E001400,C0303,2025-06-19T13:38:41,add_to_cart,S00004,7013
E001401,C0355,2025-06-27T04:39:16,checkout,S00603,6738
E001402,C0155,2025-06-22T11:55:15,page_view,S00625,7236
E001403,C0258,2025-06-26T04:10:18,logout,S00678,4138
E001404,C0007,2025-06-14T03:41:37,add_to_cart,S00022,3856
E001405,C0441,2025-06-19T03:57:50,logout,S00716,5078
E001406,C0037,2025-06-30T17:07:18,add_to_cart,S00918,6325
E001407,C0255,2025-06-13T11:52:04,add_to_cart,S00814,5161
E001408,C0219,2025-06-11T03:44:21,logout,S00649,1360
E001409,C0213,2025-06-12T07:39:51,login,S00972,2245
E001410,C0164,2025-06-09T06:38:33,logout,S00315,1360
E001411,C0009,2025-06-21T07:25:32,checkout,S01112,709
E001412,C0043,2025-06-07T21:09:44,page_view,S00756,6681
E001413,C0294,2025-06-08T15:41:47,page_view,S00147,1286
E001414,C0166,2025-06-20T22:16:55,logout,S00651,1838
E001415,C0162,2025-06-29T05:34:23,add_to_cart,S00949,3345
E001416,C0343,2025-06-08T11:37:13,logout,S00608,5340
E001417,C0341,2025-06-09T17:34:54,page_view,S00687,400
E001418,C0340,2025-06-13T14:00:01,error,S01129,5157
E001419,C0174,2025-06-05T17:07:30,page_view,S00457,1643
E001420,C0336,2025-06-27T03:10:34,page_view,S00559,6278
E001421,C0294,2025-06-26T22:39:33,error,S00322,7026
E001422,C0033,2025-06-05T01:31:36,page_view,S00355,1498
E001423,C0401,2025-06-04T16:51:37,logout,S00231,3098
E001424,C0365,2025-06-19T01:58:54,login,S01113,4459
E001425,C0214,2025-06-27T00:14:07,checkout,S00018,4141
E001426,C0054,2025-06-29T07:04:06,checkout,S01140,948
E001427,C0276,2025-06-03T20:08:34,checkout,S00274,3240
E001428,C0429,2025-06-01T01:07:06,add_to_cart,S01168,398
E001429,C0476,2025-06-25T09:25:37,login,S01075,7550
E001430,C0246,2025-06-12T20:55:25,checkout,S00795,6864
E001431,C0327,2025-06-20T12:02:43,login,S00637,2358
E001432,C0397,2025-06-06T18:21:21,add_to_cart,S00446,4930
E001433,C0152,2025-06-09T18:03:21,error,S00894,965
E001434,C0415,2025-06-08T00:44:23,add_to_cart,S00036,1516
E001435,C0157,2025-06-04T02:31:23,logout,S00519,422
E001436,C0273,2025-06-11T12:46:28,checkout,S00995,6569
E001437,C0481,2025-06-25T19:27:04,error,S00230,7562
E001438,C0047,2025-06-23T20:49:26,add_to_cart,S00833,7117
E001439,C0302,2025-06-30T14:00:52,checkout,S01179,4916
E001440,C0354,2025-06-26T13:49:12,logout,S00408,840
E001441,C0057,2025-06-27T16:16:31,login,S00865,213
E001442,C0210,2025-06-02T00:23:35,add_to_cart,S00005,6091
E001443,C0032,2025-06-01T06:16:16,error,S00331,2899
E001444,C0277,2025-06-17T08:14:16,add_to_cart,S00198,1634
E001445,C0002,2025-06-16T14:53:02,add_to_cart,S00554,5225
E001446,C0126,2025-06-26T16:51:56,error,S00004,7415
E001447,C0479,2025-06-18T05:55:44,login,S00351,4581
E001448,C0338,2025-06-28T09:45:16,page_view,S00924,6335
E001449,C0204,2025-06-26T22:08:02,login,S00894,5763
E001450,C0478,2025-06-12T20:21:25,logout,S00424,7077
E001451,C0452,2025-06-25T08:24:29,error,S00418,5042
E001452,C0110,2025-06-24T11:29:44,page_view,S01036,3388
E001453,C0173,2025-06-06T12:52:18,logout,S00825,7285
E001454,C0091,2025-06-20T07:17:42,login,S01131,3776
E001455,C0157,2025-06-06T06:35:53,add_to_cart,S00318,56
